distrito_code,nome,ibge_code,municipio_nome,uf
110001505,Alta Floresta D'Oeste,1100015,Alta Floresta D'Oeste,RO
110001515,Filadélfia d'Oeste,1100015,Alta Floresta D'Oeste,RO
110001520,Izidolândia,1100015,Alta Floresta D'Oeste,RO
110001525,Nova Gease d'Oeste,1100015,Alta Floresta D'Oeste,RO
110001530,Rolim de Moura do Guaporé,1100015,Alta Floresta D'Oeste,RO
110001535,Santo Antônio d'Oeste,1100015,Alta Floresta D'Oeste,RO
110002305,Ariquemes,1100023,Ariquemes,RO
110003105,Cabixi,1100031,Cabixi,RO
110004905,Cacoal,1100049,Cacoal,RO
110004910,Riozinho,1100049,Cacoal,RO
110004915,Divinópolis,1100049,Cacoal,RO
110005605,Cerejeiras,1100056,Cerejeiras,RO
110006405,Colorado do Oeste,1100064,Colorado do Oeste,RO
110007205,Corumbiara,1100072,Corumbiara,RO
110008005,Costa Marques,1100080,Costa Marques,RO
110008015,Real Forte Príncipe da Beira,1100080,Costa Marques,RO
110008035,São Domingos do Guaporé,1100080,Costa Marques,RO
110009805,Espigão D'Oeste,1100098,Espigão D'Oeste,RO
110009810,Boa Vista do Pacarana,1100098,Espigão D'Oeste,RO
110009812,Novo Paraíso,1100098,Espigão D'Oeste,RO
110009815,Flor da Serra,1100098,Espigão D'Oeste,RO
110009818,Nova Esperança,1100098,Espigão D'Oeste,RO
110010605,Guajará-Mirim,1100106,Guajará-Mirim,RO
110010612,Iata,1100106,Guajará-Mirim,RO
110010622,Surpresa,1100106,Guajará-Mirim,RO
110011405,Jaru,1100114,Jaru,RO
110011410,Bom Jesus,1100114,Jaru,RO
110011420,Santa Cruz da Serra,1100114,Jaru,RO
110011425,Tarilândia,1100114,Jaru,RO
110012205,Ji-Paraná,1100122,Ji-Paraná,RO
110012220,Nova Colina,1100122,Ji-Paraná,RO
110012225,Nova Londrina,1100122,Ji-Paraná,RO
110013005,Machadinho D'Oeste,1100130,Machadinho D'Oeste,RO
110013015,Oriente Novo,1100130,Machadinho D'Oeste,RO
110013020,Quinto BEC,1100130,Machadinho D'Oeste,RO
110013025,Tabajara,1100130,Machadinho D'Oeste,RO
110014805,Nova Brasilândia D'Oeste,1100148,Nova Brasilândia D'Oeste,RO
110015505,Ouro Preto do Oeste,1100155,Ouro Preto do Oeste,RO
110015525,Rondominas,1100155,Ouro Preto do Oeste,RO
110018905,Pimenta Bueno,1100189,Pimenta Bueno,RO
110018915,Marco Rondon,1100189,Pimenta Bueno,RO
110018920,Itaporanga,1100189,Pimenta Bueno,RO
110020505,Porto Velho,1100205,Porto Velho,RO
110020510,Abunã,1100205,Porto Velho,RO
110020515,Calama,1100205,Porto Velho,RO
110020516,Demarcação,1100205,Porto Velho,RO
110020517,Extrema,1100205,Porto Velho,RO
110020518,Fortaleza do Abunã,1100205,Porto Velho,RO
110020520,Jaci Paraná,1100205,Porto Velho,RO
110020525,Mutum Paraná,1100205,Porto Velho,RO
110020530,Nazaré,1100205,Porto Velho,RO
110020535,Nova Califórnia,1100205,Porto Velho,RO
110020540,São Carlos,1100205,Porto Velho,RO
110020545,Vista Alegre do Abunã,1100205,Porto Velho,RO
110025405,Presidente Médici,1100254,Presidente Médici,RO
110025415,Estrela de Rondônia,1100254,Presidente Médici,RO
110025420,Novo Riachuelo,1100254,Presidente Médici,RO
110025425,Vila Bandeira Branca,1100254,Presidente Médici,RO
110025430,Vila Camargo,1100254,Presidente Médici,RO
110026205,Rio Crespo,1100262,Rio Crespo,RO
110028805,Rolim de Moura,1100288,Rolim de Moura,RO
110028811,Nova Estrela,1100288,Rolim de Moura,RO
110029605,Santa Luzia D'Oeste,1100296,Santa Luzia D'Oeste,RO
110030405,Vilhena,1100304,Vilhena,RO
110032005,São Miguel do Guaporé,1100320,São Miguel do Guaporé,RO
110032020,Santana do Guaporé,1100320,São Miguel do Guaporé,RO
110033805,Nova Mamoré,1100338,Nova Mamoré,RO
110033810,Araras,1100338,Nova Mamoré,RO
110033812,Jacynópolis,1100338,Nova Mamoré,RO
110033815,Nova Dimensão,1100338,Nova Mamoré,RO
110033820,Palmeiras,1100338,Nova Mamoré,RO
110033825,Nova Marechal Rondon,1100338,Nova Mamoré,RO
110034605,Alvorada D'Oeste,1100346,Alvorada D'Oeste,RO
110034625,Tancredópolis,1100346,Alvorada D'Oeste,RO
110034630,Terra Boa,1100346,Alvorada D'Oeste,RO
110037905,Alto Alegre dos Parecis,1100379,Alto Alegre dos Parecis,RO
110040305,Alto Paraíso,1100403,Alto Paraíso,RO
110045205,Buritis,1100452,Buritis,RO
110050205,Novo Horizonte do Oeste,1100502,Novo Horizonte do Oeste,RO
110050210,Migrantinópolis,1100502,Novo Horizonte do Oeste,RO
110060105,Cacaulândia,1100601,Cacaulândia,RO
110070005,Campo Novo de Rondônia,1100700,Campo Novo de Rondônia,RO
110080905,Candeias do Jamari,1100809,Candeias do Jamari,RO
110080920,Rio Preto do Candeias,1100809,Candeias do Jamari,RO
110090805,Castanheiras,1100908,Castanheiras,RO
110092405,Chupinguaia,1100924,Chupinguaia,RO
110094005,Cujubim,1100940,Cujubim,RO
110100505,Governador Jorge Teixeira,1101005,Governador Jorge Teixeira,RO
110100515,Colina Verde,1101005,Governador Jorge Teixeira,RO
110110405,Itapuã do Oeste,1101104,Itapuã do Oeste,RO
110120305,Ministro Andreazza,1101203,Ministro Andreazza,RO
110130205,Mirante da Serra,1101302,Mirante da Serra,RO
110140105,Monte Negro,1101401,Monte Negro,RO
110143505,Nova União,1101435,Nova União,RO
110145005,Parecis,1101450,Parecis,RO
110146805,Pimenteiras do Oeste,1101468,Pimenteiras do Oeste,RO
110147605,Primavera de Rondônia,1101476,Primavera de Rondônia,RO
110148405,São Felipe D'Oeste,1101484,São Felipe D'Oeste,RO
110149205,São Francisco do Guaporé,1101492,São Francisco do Guaporé,RO
110149210,Porto Murtinho,1101492,São Francisco do Guaporé,RO
110149215,Pedras Negras,1101492,São Francisco do Guaporé,RO
110149220,Santo Antônio do Guaporé,1101492,São Francisco do Guaporé,RO
110150005,Seringueiras,1101500,Seringueiras,RO
110155905,Teixeirópolis,1101559,Teixeirópolis,RO
110160905,Theobroma,1101609,Theobroma,RO
110170805,Urupá,1101708,Urupá,RO
110175705,Vale do Anari,1101757,Vale do Anari,RO
110180705,Vale do Paraíso,1101807,Vale do Paraíso,RO
120001305,Acrelândia,1200013,Acrelândia,AC
120005405,Assis Brasil,1200054,Assis Brasil,AC
120010405,Brasiléia,1200104,Brasiléia,AC
120013805,Bujari,1200138,Bujari,AC
120017905,Capixaba,1200179,Capixaba,AC
120020305,Cruzeiro do Sul,1200203,Cruzeiro do Sul,AC
120025205,Epitaciolândia,1200252,Epitaciolândia,AC
120030205,Feijó,1200302,Feijó,AC
120032805,Jordão,1200328,Jordão,AC
120033605,Mâncio Lima,1200336,Mâncio Lima,AC
120034405,Manoel Urbano,1200344,Manoel Urbano,AC
120035105,Marechal Thaumaturgo,1200351,Marechal Thaumaturgo,AC
120038505,Plácido de Castro,1200385,Plácido de Castro,AC
120038510,Campinas,1200385,Plácido de Castro,AC
120039305,Porto Walter,1200393,Porto Walter,AC
120040105,Rio Branco,1200401,Rio Branco,AC
120042705,Rodrigues Alves,1200427,Rodrigues Alves,AC
120043505,Santa Rosa do Purus,1200435,Santa Rosa do Purus,AC
120045005,Senador Guiomard,1200450,Senador Guiomard,AC
120050005,Sena Madureira,1200500,Sena Madureira,AC
120060905,Tarauacá,1200609,Tarauacá,AC
120070805,Xapuri,1200708,Xapuri,AC
120080705,Porto Acre,1200807,Porto Acre,AC
120080720,Vila do Caquetá,1200807,Porto Acre,AC
120080723,Vila do Incra,1200807,Porto Acre,AC
120080725,Vila do V,1200807,Porto Acre,AC
130002905,Alvarães,1300029,Alvarães,AM
130006005,Amaturá,1300060,Amaturá,AM
130008605,Anamã,1300086,Anamã,AM
130010205,Anori,1300102,Anori,AM
130014405,Apuí,1300144,Apuí,AM
130014410,Sucunduri,1300144,Apuí,AM
130020105,Atalaia do Norte,1300201,Atalaia do Norte,AM
130030005,Autazes,1300300,Autazes,AM
130030010,Murutinga,1300300,Autazes,AM
130040905,Barcelos,1300409,Barcelos,AM
130050805,Barreirinha,1300508,Barreirinha,AM
130050810,Ariaú,1300508,Barreirinha,AM
130050812,Cametá,1300508,Barreirinha,AM
130050815,Freguesia do Andirá,1300508,Barreirinha,AM
130050820,Pedras,1300508,Barreirinha,AM
130060705,Benjamin Constant,1300607,Benjamin Constant,AM
130063105,Beruri,1300631,Beruri,AM
130068005,Boa Vista do Ramos,1300680,Boa Vista do Ramos,AM
130068010,Lago Preto,1300680,Boa Vista do Ramos,AM
130068015,Massauari,1300680,Boa Vista do Ramos,AM
130068020,Do Rio Urubu,1300680,Boa Vista do Ramos,AM
130070605,Boca do Acre,1300706,Boca do Acre,AM
130070610,Floriano Peixoto,1300706,Boca do Acre,AM
130080505,Borba,1300805,Borba,AM
130080520,Canumã,1300805,Borba,AM
130080525,Axinin,1300805,Borba,AM
130083905,Caapiranga,1300839,Caapiranga,AM
130090405,Canutama,1300904,Canutama,AM
130090410,Belo Monte,1300904,Canutama,AM
130090415,Açuanópolis,1300904,Canutama,AM
130100105,Carauari,1301001,Carauari,AM
130110005,Careiro,1301100,Careiro,AM
130110010,Purupuru,1301100,Careiro,AM
130110015,Janauacá,1301100,Careiro,AM
130115905,Careiro da Várzea,1301159,Careiro da Várzea,AM
130120905,Coari,1301209,Coari,AM
130130805,Codajás,1301308,Codajás,AM
130130810,Badajós,1301308,Codajás,AM
130140705,Eirunepé,1301407,Eirunepé,AM
130150605,Envira,1301506,Envira,AM
130160505,Fonte Boa,1301605,Fonte Boa,AM
130165405,Guajará,1301654,Guajará,AM
130170405,Humaitá,1301704,Humaitá,AM
130170410,Realidade,1301704,Humaitá,AM
130180305,Ipixuna,1301803,Ipixuna,AM
130185205,Iranduba,1301852,Iranduba,AM
130185210,Ariaú,1301852,Iranduba,AM
130185215,Cacau Pirêra,1301852,Iranduba,AM
130185220,Lago do Limão,1301852,Iranduba,AM
130185225,Paricatuba,1301852,Iranduba,AM
130190205,Itacoatiara,1301902,Itacoatiara,AM
130190210,Amatari,1301902,Itacoatiara,AM
130195105,Itamarati,1301951,Itamarati,AM
130200905,Itapiranga,1302009,Itapiranga,AM
130210805,Japurá,1302108,Japurá,AM
130210810,Vila Bitencourt,1302108,Japurá,AM
130220705,Juruá,1302207,Juruá,AM
130230605,Jutaí,1302306,Jutaí,AM
130240505,Lábrea,1302405,Lábrea,AM
130250405,Manacapuru,1302504,Manacapuru,AM
130255305,Manaquiri,1302553,Manaquiri,AM
130260305,Manaus,1302603,Manaus,AM
130270205,Manicoré,1302702,Manicoré,AM
130270210,Santo Antônio do Matupi,1302702,Manicoré,AM
130280105,Maraã,1302801,Maraã,AM
130290005,Maués,1302900,Maués,AM
130290010,Osório da Fonseca,1302900,Maués,AM
130290015,Repartimento,1302900,Maués,AM
130300705,Nhamundá,1303007,Nhamundá,AM
130310605,Nova Olinda do Norte,1303106,Nova Olinda do Norte,AM
130320505,Novo Airão,1303205,Novo Airão,AM
130330405,Novo Aripuanã,1303304,Novo Aripuanã,AM
130340305,Parintins,1303403,Parintins,AM
130340310,Mocambo,1303403,Parintins,AM
130340315,Caburi,1303403,Parintins,AM
130340320,Vila Amazônia,1303403,Parintins,AM
130340325,Tracajá,1303403,Parintins,AM
130340330,Uaicurapá,1303403,Parintins,AM
130350205,Pauini,1303502,Pauini,AM
130353605,Presidente Figueiredo,1303536,Presidente Figueiredo,AM
130353610,Balbina,1303536,Presidente Figueiredo,AM
130356905,Rio Preto da Eva,1303569,Rio Preto da Eva,AM
130360105,Santa Isabel do Rio Negro,1303601,Santa Isabel do Rio Negro,AM
130370005,Santo Antônio do Içá,1303700,Santo Antônio do Içá,AM
130370015,Alterosa,1303700,Santo Antônio do Içá,AM
130380905,São Gabriel da Cachoeira,1303809,São Gabriel da Cachoeira,AM
130380912,Cucui,1303809,São Gabriel da Cachoeira,AM
130380915,Içana,1303809,São Gabriel da Cachoeira,AM
130380920,São Felipe,1303809,São Gabriel da Cachoeira,AM
130390805,São Paulo de Olivença,1303908,São Paulo de Olivença,AM
130390815,Santa Rita,1303908,São Paulo de Olivença,AM
130395705,São Sebastião do Uatumã,1303957,São Sebastião do Uatumã,AM
130395710,Santana,1303957,São Sebastião do Uatumã,AM
130400505,Silves,1304005,Silves,AM
130406205,Tabatinga,1304062,Tabatinga,AM
130410405,Tapauá,1304104,Tapauá,AM
130420305,Tefé,1304203,Tefé,AM
130423705,Tonantins,1304237,Tonantins,AM
130426005,Uarini,1304260,Uarini,AM
130430205,Urucará,1304302,Urucará,AM
130440105,Urucurituba,1304401,Urucurituba,AM
130440110,Augusto Montenegro,1304401,Urucurituba,AM
130440115,Itapeaçú,1304401,Urucurituba,AM
140002705,Amajari,1400027,Amajari,RR
140005005,Alto Alegre,1400050,Alto Alegre,RR
140010005,Boa Vista,1400100,Boa Vista,RR
140015905,Bonfim,1400159,Bonfim,RR
140017505,Cantá,1400175,Cantá,RR
140020905,Caracaraí,1400209,Caracaraí,RR
140023305,Caroebe,1400233,Caroebe,RR
140028205,Iracema,1400282,Iracema,RR
140030805,Mucajaí,1400308,Mucajaí,RR
140040705,Normandia,1400407,Normandia,RR
140045605,Pacaraima,1400456,Pacaraima,RR
140047205,Rorainópolis,1400472,Rorainópolis,RR
140050605,São João da Baliza,1400506,São João da Baliza,RR
140060505,São Luiz do Anauá,1400605,São Luiz do Anauá,RR
140070405,Uiramutã,1400704,Uiramutã,RR
150010705,Abaetetuba,1500107,Abaetetuba,PA
150010710,Beja,1500107,Abaetetuba,PA
150013105,Abel Figueiredo,1500131,Abel Figueiredo,PA
150020605,Acará,1500206,Acará,PA
150020610,Guajará-Miri,1500206,Acará,PA
150020615,Jaguarari,1500206,Acará,PA
150030505,Afuá,1500305,Afuá,PA
150034705,Água Azul do Norte,1500347,Água Azul do Norte,PA
150040405,Alenquer,1500404,Alenquer,PA
150050305,Almeirim,1500503,Almeirim,PA
150050310,Arumanduba,1500503,Almeirim,PA
150050315,Monte Dourado,1500503,Almeirim,PA
150060205,Altamira,1500602,Altamira,PA
150060206,Cachoeira da Serra,1500602,Altamira,PA
150060207,Castelo dos Sonhos,1500602,Altamira,PA
150070105,Anajás,1500701,Anajás,PA
150080005,Ananindeua,1500800,Ananindeua,PA
150085905,Anapu,1500859,Anapu,PA
150090905,Augusto Corrêa,1500909,Augusto Corrêa,PA
150090910,Aturiaí,1500909,Augusto Corrêa,PA
150090915,Emboraí,1500909,Augusto Corrêa,PA
150090920,Itapixuna,1500909,Augusto Corrêa,PA
150095805,Aurora do Pará,1500958,Aurora do Pará,PA
150095806,Santana do Capim,1500958,Aurora do Pará,PA
150100605,Aveiro,1501006,Aveiro,PA
150100610,Brasília Legal,1501006,Aveiro,PA
150100615,Pinhel,1501006,Aveiro,PA
150110505,Bagre,1501105,Bagre,PA
150110510,Pedreira,1501105,Bagre,PA
150120405,Baião,1501204,Baião,PA
150120410,Joana Peres,1501204,Baião,PA
150120420,São Joaquim do Ituquara,1501204,Baião,PA
150120430,Umarizal do Tocantins,1501204,Baião,PA
150125305,Bannach,1501253,Bannach,PA
150130305,Barcarena,1501303,Barcarena,PA
150130310,Murucupi,1501303,Barcarena,PA
150140205,Belém,1501402,Belém,PA
150140245,Bengui,1501402,Belém,PA
150140250,Entroncamento,1501402,Belém,PA
150140255,Guamá,1501402,Belém,PA
150140260,Icoaraci,1501402,Belém,PA
150140265,Mosqueiro,1501402,Belém,PA
150140267,Outeiro,1501402,Belém,PA
150140275,Sacramenta,1501402,Belém,PA
150145105,Belterra,1501451,Belterra,PA
150150105,Benevides,1501501,Benevides,PA
150150110,Benfica,1501501,Benevides,PA
150157605,Bom Jesus do Tocantins,1501576,Bom Jesus do Tocantins,PA
150160005,Bonito,1501600,Bonito,PA
150170905,Bragança,1501709,Bragança,PA
150170910,Almoço,1501709,Bragança,PA
150170915,Caratateua,1501709,Bragança,PA
150170920,Nova Mocajuba,1501709,Bragança,PA
150170930,Tijoca,1501709,Bragança,PA
150170940,Treme,1501709,Bragança,PA
150172505,Brasil Novo,1501725,Brasil Novo,PA
150175805,Brejo Grande do Araguaia,1501758,Brejo Grande do Araguaia,PA
150175815,São Raimundo do Araguaia,1501758,Brejo Grande do Araguaia,PA
150178205,Breu Branco,1501782,Breu Branco,PA
150180805,Breves,1501808,Breves,PA
150180810,Antônio Lemos,1501808,Breves,PA
150180815,Curumu,1501808,Breves,PA
150180820,São Miguel dos Macacos,1501808,Breves,PA
150190705,Bujaru,1501907,Bujaru,PA
150190710,Guajará-Açu,1501907,Bujaru,PA
150195605,Cachoeira do Piriá,1501956,Cachoeira do Piriá,PA
150200405,Cachoeira do Arari,1502004,Cachoeira do Arari,PA
150210305,Cametá,1502103,Cametá,PA
150210307,Areião,1502103,Cametá,PA
150210310,Carapajó,1502103,Cametá,PA
150210315,Curuçambaba,1502103,Cametá,PA
150210320,Janua Coeli,1502103,Cametá,PA
150210325,Juaba,1502103,Cametá,PA
150210330,Moiraba,1502103,Cametá,PA
150210336,Torres do Cupijó,1502103,Cametá,PA
150210340,Vila do Carmo do Tocantins,1502103,Cametá,PA
150215205,Canaã dos Carajás,1502152,Canaã dos Carajás,PA
150220205,Capanema,1502202,Capanema,PA
150220210,Mirasselvas,1502202,Capanema,PA
150220215,Tauari,1502202,Capanema,PA
150230105,Capitão Poço,1502301,Capitão Poço,PA
150240005,Castanhal,1502400,Castanhal,PA
150240010,Apeú,1502400,Castanhal,PA
150250905,Chaves,1502509,Chaves,PA
150250910,São Sebastião de Viçosa,1502509,Chaves,PA
150260805,Colares,1502608,Colares,PA
150270705,Conceição do Araguaia,1502707,Conceição do Araguaia,PA
150275605,Concórdia do Pará,1502756,Concórdia do Pará,PA
150276405,Cumaru do Norte,1502764,Cumaru do Norte,PA
150277205,Curionópolis,1502772,Curionópolis,PA
150280605,Curralinho,1502806,Curralinho,PA
150280610,Piriá,1502806,Curralinho,PA
150285505,Curuá,1502855,Curuá,PA
150290505,Curuçá,1502905,Curuçá,PA
150290520,Lauro Sodré,1502905,Curuçá,PA
150290525,Murajá,1502905,Curuçá,PA
150290540,Ponta de Ramos,1502905,Curuçá,PA
150293905,Dom Eliseu,1502939,Dom Eliseu,PA
150295405,Eldorado do Carajás,1502954,Eldorado do Carajás,PA
150300205,Faro,1503002,Faro,PA
150300208,Nova Maracanã,1503002,Faro,PA
150304405,Floresta do Araguaia,1503044,Floresta do Araguaia,PA
150304410,Bela Vista,1503044,Floresta do Araguaia,PA
150307705,Garrafão do Norte,1503077,Garrafão do Norte,PA
150309305,Goianésia do Pará,1503093,Goianésia do Pará,PA
150310105,Gurupá,1503101,Gurupá,PA
150310110,Carrazedo,1503101,Gurupá,PA
150310115,Itatupã,1503101,Gurupá,PA
150320005,Igarapé-Açu,1503200,Igarapé-Açu,PA
150320010,Caripi,1503200,Igarapé-Açu,PA
150330905,Igarapé-Miri,1503309,Igarapé-Miri,PA
150330910,Maiauatá,1503309,Igarapé-Miri,PA
150340805,Inhangapi,1503408,Inhangapi,PA
150345705,Ipixuna do Pará,1503457,Ipixuna do Pará,PA
150350705,Irituia,1503507,Irituia,PA
150360605,Itaituba,1503606,Itaituba,PA
150360620,Moraes Almeida,1503606,Itaituba,PA
150370505,Itupiranga,1503705,Itupiranga,PA
150375405,Jacareacanga,1503754,Jacareacanga,PA
150375420,Porto Rico,1503754,Jacareacanga,PA
150380405,Jacundá,1503804,Jacundá,PA
150390305,Juruti,1503903,Juruti,PA
150400005,Limoeiro do Ajuru,1504000,Limoeiro do Ajuru,PA
150405905,Mãe do Rio,1504059,Mãe do Rio,PA
150410905,Magalhães Barata,1504109,Magalhães Barata,PA
150410910,Cafezal,1504109,Magalhães Barata,PA
150420805,Marabá,1504208,Marabá,PA
150430705,Maracanã,1504307,Maracanã,PA
150430715,Boa Esperança,1504307,Maracanã,PA
150430740,São Roberto,1504307,Maracanã,PA
150440605,Marapanim,1504406,Marapanim,PA
150440610,Marudá,1504406,Marapanim,PA
150440615,Matapiquara,1504406,Marapanim,PA
150440620,Monte Alegre do Maú,1504406,Marapanim,PA
150440622,Praia de Marudá,1504406,Marapanim,PA
150442205,Marituba,1504422,Marituba,PA
150445505,Medicilândia,1504455,Medicilândia,PA
150445535,União da Floresta,1504455,Medicilândia,PA
150450505,Melgaço,1504505,Melgaço,PA
150450510,Areias,1504505,Melgaço,PA
150460405,Mocajuba,1504604,Mocajuba,PA
150460415,São Pedro de Viseu,1504604,Mocajuba,PA
150470305,Moju,1504703,Moju,PA
150470310,Cairari,1504703,Moju,PA
150475205,Mojuí dos Campos,1504752,Mojuí dos Campos,PA
150480205,Monte Alegre,1504802,Monte Alegre,PA
150490105,Muaná,1504901,Muaná,PA
150490110,São Francisco da Jararaca,1504901,Muaná,PA
150490115,São Miguel do Pracuúba,1504901,Muaná,PA
150495005,Nova Esperança do Piriá,1504950,Nova Esperança do Piriá,PA
150497605,Nova Ipixuna,1504976,Nova Ipixuna,PA
150500705,Nova Timboteua,1505007,Nova Timboteua,PA
150500710,Timboteua,1505007,Nova Timboteua,PA
150503105,Novo Progresso,1505031,Novo Progresso,PA
150503110,Mil,1505031,Novo Progresso,PA
150506405,Novo Repartimento,1505064,Novo Repartimento,PA
150506410,Belo Monte do Pará,1505064,Novo Repartimento,PA
150506420,Maracajá,1505064,Novo Repartimento,PA
150506440,Vitória da Conquista,1505064,Novo Repartimento,PA
150510605,Óbidos,1505106,Óbidos,PA
150520505,Oeiras do Pará,1505205,Oeiras do Pará,PA
150530405,Oriximiná,1505304,Oriximiná,PA
150540305,Ourém,1505403,Ourém,PA
150543705,Ourilândia do Norte,1505437,Ourilândia do Norte,PA
150548605,Pacajá,1505486,Pacajá,PA
150548610,Bom Jardim,1505486,Pacajá,PA
150549405,Palestina do Pará,1505494,Palestina do Pará,PA
150550205,Paragominas,1505502,Paragominas,PA
150553605,Parauapebas,1505536,Parauapebas,PA
150555105,Pau D'Arco,1505551,Pau D'Arco,PA
150560105,Peixe-Boi,1505601,Peixe-Boi,PA
150560110,Tauarizinho,1505601,Peixe-Boi,PA
150563505,Piçarra,1505635,Piçarra,PA
150565005,Placas,1505650,Placas,PA
150570005,Ponta de Pedras,1505700,Ponta de Pedras,PA
150580905,Portel,1505809,Portel,PA
150590805,Porto de Moz,1505908,Porto de Moz,PA
150590810,Veiros,1505908,Porto de Moz,PA
150590815,Vilarinho do Monte,1505908,Porto de Moz,PA
150600505,Prainha,1506005,Prainha,PA
150600510,Pacoval,1506005,Prainha,PA
150600525,Santa Maria do Uruará,1506005,Prainha,PA
150610405,Primavera,1506104,Primavera,PA
150611205,Quatipuru,1506112,Quatipuru,PA
150611210,Boa Vista,1506112,Quatipuru,PA
150613805,Redenção,1506138,Redenção,PA
150616105,Rio Maria,1506161,Rio Maria,PA
150618705,Rondon do Pará,1506187,Rondon do Pará,PA
150619505,Rurópolis,1506195,Rurópolis,PA
150619515,Divinópolis,1506195,Rurópolis,PA
150620305,Salinópolis,1506203,Salinópolis,PA
150630205,Salvaterra,1506302,Salvaterra,PA
150630210,Condeixa,1506302,Salvaterra,PA
150630215,Joanes,1506302,Salvaterra,PA
150630220,Jubim,1506302,Salvaterra,PA
150630225,Monsarás,1506302,Salvaterra,PA
150635105,Santa Bárbara do Pará,1506351,Santa Bárbara do Pará,PA
150640105,Santa Cruz do Arari,1506401,Santa Cruz do Arari,PA
150650005,Santa Izabel do Pará,1506500,Santa Izabel do Pará,PA
150650010,Americano,1506500,Santa Izabel do Pará,PA
150650015,Caraparu,1506500,Santa Izabel do Pará,PA
150655905,Santa Luzia do Pará,1506559,Santa Luzia do Pará,PA
150658305,Santa Maria das Barreiras,1506583,Santa Maria das Barreiras,PA
150658310,Casa de Tábua,1506583,Santa Maria das Barreiras,PA
150658315,Nova Esperança,1506583,Santa Maria das Barreiras,PA
150660905,Santa Maria do Pará,1506609,Santa Maria do Pará,PA
150670805,Santana do Araguaia,1506708,Santana do Araguaia,PA
150680705,Santarém,1506807,Santarém,PA
150680710,Alter do Chão,1506807,Santarém,PA
150680725,Boim,1506807,Santarém,PA
150680730,Curuai,1506807,Santarém,PA
150680740,Arapixuna,1506807,Santarém,PA
150690605,Santarém Novo,1506906,Santarém Novo,PA
150700305,Santo Antônio do Tauá,1507003,Santo Antônio do Tauá,PA
150700310,Espírito Santo do Tauá,1507003,Santo Antônio do Tauá,PA
150700315,São Raimundo de Borralhos,1507003,Santo Antônio do Tauá,PA
150710205,São Caetano de Odivelas,1507102,São Caetano de Odivelas,PA
150710210,Perseverança,1507102,São Caetano de Odivelas,PA
150715105,São Domingos do Araguaia,1507151,São Domingos do Araguaia,PA
150720105,São Domingos do Capim,1507201,São Domingos do Capim,PA
150730005,São Félix do Xingu,1507300,São Félix do Xingu,PA
150730020,Sudoeste,1507300,São Félix do Xingu,PA
150730025,Taboca,1507300,São Félix do Xingu,PA
150730030,Vila Ladeira Vermelha,1507300,São Félix do Xingu,PA
150730035,Vila Lindoeste,1507300,São Félix do Xingu,PA
150730040,Vila Nereu,1507300,São Félix do Xingu,PA
150740905,São Francisco do Pará,1507409,São Francisco do Pará,PA
150745805,São Geraldo do Araguaia,1507458,São Geraldo do Araguaia,PA
150746605,São João da Ponta,1507466,São João da Ponta,PA
150747405,São João de Pirabas,1507474,São João de Pirabas,PA
150747410,Japerica,1507474,São João de Pirabas,PA
150750805,São João do Araguaia,1507508,São João do Araguaia,PA
150750810,Apinagés,1507508,São João do Araguaia,PA
150760705,São Miguel do Guamá,1507607,São Miguel do Guamá,PA
150760710,Caju,1507607,São Miguel do Guamá,PA
150760715,Urucuri,1507607,São Miguel do Guamá,PA
150760720,Urucuriteua,1507607,São Miguel do Guamá,PA
150770605,São Sebastião da Boa Vista,1507706,São Sebastião da Boa Vista,PA
150775505,Sapucaia,1507755,Sapucaia,PA
150780505,Senador José Porfírio,1507805,Senador José Porfírio,PA
150790405,Soure,1507904,Soure,PA
150795305,Tailândia,1507953,Tailândia,PA
150795310,Palmares,1507953,Tailândia,PA
150796105,Terra Alta,1507961,Terra Alta,PA
150797905,Terra Santa,1507979,Terra Santa,PA
150800105,Tomé-Açu,1508001,Tomé-Açu,PA
150803505,Tracuateua,1508035,Tracuateua,PA
150805005,Trairão,1508050,Trairão,PA
150808405,Tucumã,1508084,Tucumã,PA
150810005,Tucuruí,1508100,Tucuruí,PA
150812605,Ulianópolis,1508126,Ulianópolis,PA
150815905,Uruará,1508159,Uruará,PA
150815910,Alvorada,1508159,Uruará,PA
150820905,Vigia,1508209,Vigia,PA
150820915,Porto Salvo,1508209,Vigia,PA
150830805,Viseu,1508308,Viseu,PA
150830815,Fernandes Belo,1508308,Viseu,PA
150830820,São José do Gurupi,1508308,Viseu,PA
150830825,São José do Piriá,1508308,Viseu,PA
150835705,Vitória do Xingu,1508357,Vitória do Xingu,PA
150840705,Xinguara,1508407,Xinguara,PA
160005505,Serra do Navio,1600055,Serra do Navio,AP
160005510,Cachaço,1600055,Serra do Navio,AP
160010505,Amapá,1600105,Amapá,AP
160010515,Sucuriju,1600105,Amapá,AP
160015405,Pedra Branca do Amapari,1600154,Pedra Branca do Amapari,AP
160020405,Calçoene,1600204,Calçoene,AP
160020410,Cunani,1600204,Calçoene,AP
160020415,Lourenço,1600204,Calçoene,AP
160021205,Cutias,1600212,Cutias,AP
160023805,Ferreira Gomes,1600238,Ferreira Gomes,AP
160025305,Itaubal,1600253,Itaubal,AP
160027905,Laranjal do Jari,1600279,Laranjal do Jari,AP
160030305,Macapá,1600303,Macapá,AP
160030310,Bailique,1600303,Macapá,AP
